file,status,n_salt_bridges_int,n_aromatic_stacking_int,n_hydrophobic_int,n_repulsive_int
neg_5H8O_cleaned__vhh_6F2W_cleaned_1.pdb,OK,1,0,11,1
neg_5G5X_cleaned__vhh_7KGJ_cleaned_1.pdb,OK,3,1,21,4
neg_5H8O_cleaned__vhh_7F4D_cleaned_2.pdb,OK,0,0,2,2
neg_5GXB_cleaned__vhh_1MVF_cleaned_1.pdb,OK,0,1,43,0
neg_5G5X_cleaned__vhh_4LGS_cleaned_2.pdb,OK,0,0,54,2
neg_5GXB_cleaned__vhh_7RI1_cleaned_2.pdb,OK,0,1,26,0
neg_5HM1_cleaned__vhh_9J7Y_cleaned_1.pdb,OK,0,0,37,1
neg_5HM1_cleaned__vhh_8AOK_cleaned_2.pdb,OK,2,0,26,0
neg_5HGG_cleaned__vhh_5O04_2_cleaned_2.pdb,OK,1,0,12,2
neg_5HGG_cleaned__vhh_2I25_0_cleaned_1.pdb,OK,0,0,5,1
neg_5HVG_1_cleaned__vhh_2P43_cleaned_1.pdb,OK,0,0,22,0
neg_5IHL_cleaned__vhh_4GFT_cleaned_2.pdb,OK,0,1,52,2
neg_5HVH_0_cleaned__vhh_5F7W_cleaned_1.pdb,OK,0,0,11,0
neg_5HVG_1_cleaned__vhh_5OVW_cleaned_2.pdb,OK,1,4,84,1
neg_5IHL_cleaned__vhh_9FZC_cleaned_1.pdb,OK,0,0,30,2
neg_5IMK_cleaned__vhh_7VUI_cleaned_1.pdb,OK,1,0,18,2
neg_5IML_cleaned__vhh_6HHD_cleaned_1.pdb,OK,1,0,20,2
neg_5IML_cleaned__vhh_8B19_cleaned_2.pdb,OK,0,0,32,2
neg_5IMM_cleaned__vhh_4KFZ_0_cleaned_2.pdb,OK,3,1,5,5
neg_5IMO_cleaned__vhh_7VAB_cleaned_2.pdb,OK,0,1,31,1
neg_5IMM_cleaned__vhh_4HGK_0_cleaned_1.pdb,OK,1,0,17,4
neg_5IMK_cleaned__vhh_9LAD_cleaned_2.pdb,OK,2,0,22,1
neg_5IMO_cleaned__vhh_7OLZ_1_cleaned_1.pdb,OK,2,1,13,2
neg_5IP4_cleaned__vhh_4I13_cleaned_1.pdb,OK,2,0,26,3
neg_5IVN_cleaned__vhh_7D5U_cleaned_2.pdb,OK,0,0,17,0
neg_5IP4_cleaned__vhh_7T5F_3_cleaned_2.pdb,OK,1,0,5,0
neg_5IVN_cleaned__vhh_6X04_cleaned_1.pdb,OK,0,0,10,1
neg_5HVH_0_cleaned__vhh_6HHU_1_cleaned_2.pdb,OK,0,0,30,2
neg_5J56_cleaned__vhh_6LR7_cleaned_2.pdb,OK,0,0,17,1
neg_5J57_cleaned__vhh_6P9X_cleaned_1.pdb,OK,0,0,10,0
neg_5J56_cleaned__vhh_7BU6_cleaned_1.pdb,OK,0,0,21,1
neg_5J1T_cleaned__vhh_6I8H_cleaned_2.pdb,OK,1,1,36,1
neg_5J1T_cleaned__vhh_7Z1C_0_cleaned_1.pdb,OK,2,2,111,2
neg_5J57_cleaned__vhh_7ZKW_cleaned_2.pdb,OK,0,0,27,0
neg_5JA8_cleaned__vhh_3QSK_cleaned_1.pdb,OK,2,0,11,0
neg_5JA8_cleaned__vhh_6QGW_cleaned_2.pdb,OK,1,0,38,1
neg_5JA9_cleaned__vhh_5N88_1_cleaned_1.pdb,OK,1,1,59,2
neg_5JA9_cleaned__vhh_7FBK_cleaned_2.pdb,OK,1,1,12,1
neg_5JA9_1_cleaned__vhh_7F58_cleaned_1.pdb,OK,1,0,55,3
neg_5JA9_1_cleaned__vhh_6ITC_0_cleaned_2.pdb,OK,2,0,53,1
neg_5JDS_cleaned__vhh_5O04_1_cleaned_2.pdb,OK,0,0,31,1
neg_5JDS_cleaned__vhh_6JB8_cleaned_1.pdb,OK,2,0,18,3
neg_5J1S_cleaned__vhh_7BB6_cleaned_2.pdb,OK,2,0,53,5
neg_5J1S_cleaned__vhh_5MP2_cleaned_1.pdb,OK,3,0,89,2
neg_5KTZ_cleaned__vhh_6UKT_1_cleaned_1.pdb,OK,0,0,13,3
neg_5JQH_cleaned__vhh_8ELN_cleaned_2.pdb,OK,0,0,63,0
neg_5KTZ_cleaned__vhh_8EMZ_cleaned_2.pdb,OK,1,0,23,3
neg_5JQH_cleaned__vhh_5MWN_0_cleaned_1.pdb,OK,2,1,71,1
neg_5JMO_cleaned__vhh_7X2F_cleaned_1.pdb,OK,0,0,31,0
neg_5KU2_1_cleaned__vhh_6TEJ_cleaned_1.pdb,OK,5,0,33,5
neg_5KWL_cleaned__vhh_3P0G_cleaned_1.pdb,OK,2,0,49,0
neg_5KWL_cleaned__vhh_6TYL_4_cleaned_2.pdb,OK,1,0,17,1
neg_5KU2_1_cleaned__vhh_6ZE1_cleaned_2.pdb,OK,5,0,16,5
neg_5L21_cleaned__vhh_5C2U_cleaned_1.pdb,OK,0,0,26,3
neg_5L21_cleaned__vhh_7R23_0_cleaned_2.pdb,OK,1,2,61,2
neg_5L8J_0_cleaned__vhh_3QSK_cleaned_1.pdb,OK,1,1,21,1
neg_5L8K_0_cleaned__vhh_6UC6_0_cleaned_1.pdb,OK,1,0,38,1
neg_5L8J_0_cleaned__vhh_8OWW_cleaned_2.pdb,OK,2,0,27,3
neg_5L8K_0_cleaned__vhh_8YBN_cleaned_2.pdb,OK,2,0,45,4
neg_5L8L_0_cleaned__vhh_7R23_0_cleaned_1.pdb,OK,0,0,23,3
neg_5LHN_cleaned__vhh_5DMJ_cleaned_2.pdb,OK,0,0,10,0
neg_5LHN_cleaned__vhh_7KJH_cleaned_1.pdb,OK,1,0,21,1
neg_5LHP_cleaned__vhh_7KJI_cleaned_1.pdb,OK,0,0,5,0
neg_5LHQ_cleaned__vhh_7Y9U_cleaned_2.pdb,OK,0,1,20,0
neg_5LHP_cleaned__vhh_7TMW_cleaned_2.pdb,OK,0,0,17,0
neg_5LHQ_cleaned__vhh_8Q93_cleaned_1.pdb,OK,0,0,6,1
neg_5LHR_cleaned__vhh_8YSH_cleaned_1.pdb,OK,2,0,5,1
neg_5LHR_cleaned__vhh_7R74_cleaned_2.pdb,OK,2,0,25,4
neg_5LWF_1_cleaned__vhh_3STB_1_cleaned_1.pdb,OK,1,0,22,1
neg_5LWF_cleaned__vhh_7F1O_cleaned_1.pdb,OK,1,0,14,2
neg_5LWF_1_cleaned__vhh_5UKB_cleaned_2.pdb,OK,3,0,9,3
neg_5LWF_cleaned__vhh_5OVW_cleaned_2.pdb,OK,2,0,5,0
neg_5M13_cleaned__vhh_7F5H_cleaned_1.pdb,OK,0,0,6,0
neg_5M13_cleaned__vhh_4HEP_cleaned_2.pdb,OK,0,0,15,0
neg_5M14_cleaned__vhh_5O04_2_cleaned_1.pdb,OK,2,0,14,3
neg_5M15_0_cleaned__vhh_7SP9_0_cleaned_1.pdb,OK,2,1,39,2
neg_5M14_cleaned__vhh_8B1I_cleaned_2.pdb,OK,2,0,18,0
neg_5M15_cleaned__vhh_8QF5_cleaned_2.pdb,OK,2,0,25,2
neg_5M15_cleaned__vhh_8B7W_cleaned_1.pdb,OK,2,1,39,7
neg_5M2M_cleaned__vhh_6SGE_cleaned_1.pdb,OK,1,0,10,1
neg_5M2M_cleaned__vhh_7DTY_cleaned_2.pdb,OK,2,0,10,1
neg_5M2I_cleaned__vhh_5UKB_cleaned_1.pdb,OK,1,0,17,2
neg_5M2I_cleaned__vhh_7X8S_cleaned_2.pdb,OK,2,0,31,4
neg_5M15_0_cleaned__vhh_1KXV_0_cleaned_2.pdb,OK,3,0,54,2
neg_5M30_cleaned__vhh_7P14_cleaned_2.pdb,OK,0,0,0,0
neg_5M94_cleaned__vhh_1I3V_cleaned_1.pdb,OK,1,0,9,2
neg_5M94_cleaned__vhh_8SKJ_cleaned_2.pdb,OK,0,0,8,1
neg_5MJE_cleaned__vhh_7V9M_cleaned_1.pdb,OK,3,1,95,4
neg_5MJE_cleaned__vhh_8B1C_cleaned_2.pdb,OK,2,0,44,4
neg_5M95_cleaned__vhh_9B0A_cleaned_1.pdb,OK,0,0,20,1
neg_5M95_cleaned__vhh_6UC6_0_cleaned_2.pdb,OK,0,0,5,2
neg_5MP2_1_cleaned__vhh_5E0Q_cleaned_1.pdb,OK,0,0,8,0
neg_5MP2_cleaned__vhh_6C9W_cleaned_2.pdb,OK,0,0,4,1
neg_5MP2_cleaned__vhh_7PAF_cleaned_1.pdb,OK,0,0,56,0
neg_5MP2_1_cleaned__vhh_7MEJ_1_cleaned_2.pdb,OK,1,0,10,2
neg_5MY6_cleaned__vhh_6OQ6_cleaned_2.pdb,OK,0,0,56,2
neg_5MY6_cleaned__vhh_7OM4_cleaned_1.pdb,OK,3,0,20,3
neg_5MZV_cleaned__vhh_7NBB_cleaned_1.pdb,OK,1,0,46,2
neg_5N88_1_cleaned__vhh_7N4N_cleaned_1.pdb,OK,0,0,4,1
neg_5N88_1_cleaned__vhh_9MY8_cleaned_2.pdb,OK,0,0,13,1
neg_5M30_cleaned__vhh_4LGS_cleaned_1.pdb,OK,0,0,33,1
neg_5MWN_0_cleaned__vhh_7NLL_0_cleaned_1.pdb,OK,1,1,47,5
neg_5O02_cleaned__vhh_6OS1_cleaned_1.pdb,OK,1,3,93,2
neg_5MWN_0_cleaned__vhh_8PIZ_cleaned_2.pdb,OK,3,0,11,3
neg_5O02_cleaned__vhh_7NLL_cleaned_2.pdb,OK,0,0,28,1
neg_5O03_1_cleaned__vhh_8BPK_cleaned_2.pdb,OK,0,0,5,0
neg_5O03_cleaned__vhh_1BJ1_cleaned_1.pdb,OK,0,0,29,1
neg_5O04_1_cleaned__vhh_7QIA_1_cleaned_2.pdb,OK,1,1,32,1
neg_5O04_1_cleaned__vhh_8B19_cleaned_1.pdb,OK,0,1,48,0
neg_5O04_0_cleaned__vhh_6X04_cleaned_2.pdb,OK,0,0,15,1
neg_5O04_0_cleaned__vhh_7LZP_2_cleaned_1.pdb,OK,0,0,6,4
neg_5O04_cleaned__vhh_6X9T_cleaned_2.pdb,OK,0,0,0,0
neg_5O03_1_cleaned__vhh_7Z1B_cleaned_1.pdb,OK,0,0,21,0
neg_5O05_0_cleaned__vhh_7O3B_cleaned_1.pdb,OK,0,0,10,1
neg_5O04_2_cleaned__vhh_8C3K_cleaned_2.pdb,OK,0,0,11,0
neg_5O04_cleaned__vhh_5JMO_cleaned_1.pdb,OK,0,0,1,1
neg_5O2U_1_cleaned__vhh_8QZ4_cleaned_2.pdb,OK,0,0,8,0
neg_5O2U_1_cleaned__vhh_7LDJ_cleaned_1.pdb,OK,2,0,43,0
neg_5O0W_cleaned__vhh_5IMK_cleaned_2.pdb,OK,1,0,8,2
neg_5OMM_cleaned__vhh_7RMH_cleaned_1.pdb,OK,1,0,5,1
neg_5O0W_cleaned__vhh_6OBE_cleaned_1.pdb,OK,0,0,66,0
neg_5OMN_cleaned__vhh_5E5M_0_cleaned_1.pdb,OK,0,0,7,1
neg_5OMM_cleaned__vhh_5KU2_1_cleaned_2.pdb,OK,0,0,0,0
neg_5OVW_cleaned__vhh_6TYL_2_cleaned_2.pdb,OK,0,2,46,0
neg_5SV3_0_cleaned__vhh_3QSK_cleaned_2.pdb,OK,0,0,9,1
neg_5OVW_cleaned__vhh_7A17_1_cleaned_1.pdb,OK,1,1,49,2
neg_5OMN_cleaned__vhh_7OMM_1_cleaned_2.pdb,OK,0,0,9,2
neg_5SV3_0_cleaned__vhh_6H7O_cleaned_1.pdb,OK,0,1,15,1
neg_5TD8_cleaned__vhh_7CKW_cleaned_2.pdb,OK,1,0,2,1
neg_5O04_2_cleaned__vhh_8F2B_cleaned_1.pdb,OK,0,0,14,0
neg_5TP3_cleaned__vhh_5MP2_cleaned_1.pdb,OK,0,0,2,0
neg_5TD8_cleaned__vhh_7XZ6_cleaned_1.pdb,OK,1,0,1,1
neg_5TJW_cleaned__vhh_1T6V_0_cleaned_2.pdb,OK,0,0,21,2
neg_5U4M_cleaned__vhh_7Y9U_cleaned_2.pdb,OK,0,1,22,0
neg_5TSJ_cleaned__vhh_6U14_cleaned_1.pdb,OK,2,0,3,2
neg_5U4M_cleaned__vhh_8IOD_cleaned_1.pdb,OK,1,0,13,1
neg_5TJW_cleaned__vhh_6H7L_cleaned_1.pdb,OK,0,0,19,1
neg_5UKB_cleaned__vhh_6HER_cleaned_2.pdb,OK,0,0,19,0
neg_5TSJ_cleaned__vhh_6OS1_cleaned_2.pdb,OK,0,0,0,0
neg_5USF_cleaned__vhh_1XFP_cleaned_1.pdb,OK,0,0,7,1
neg_5USF_cleaned__vhh_5O02_cleaned_2.pdb,OK,0,0,9,2
neg_5VXJ_cleaned__vhh_4NC1_cleaned_2.pdb,OK,1,0,5,1
neg_5VXJ_cleaned__vhh_8F2A_cleaned_1.pdb,OK,2,0,6,1
neg_5VXK_cleaned__vhh_7D5Q_0_cleaned_2.pdb,OK,0,0,22,0
neg_5VXK_cleaned__vhh_9TH6_cleaned_1.pdb,OK,0,0,15,0
neg_5VXL_cleaned__vhh_6B20_cleaned_1.pdb,OK,0,0,8,0
neg_5VXM_cleaned__vhh_6GJS_1_cleaned_1.pdb,OK,1,0,1,4
neg_5VXL_cleaned__vhh_8E3Y_cleaned_2.pdb,OK,1,0,21,0
neg_5VXM_cleaned__vhh_8F2A_cleaned_2.pdb,OK,1,0,9,1
neg_5Y7Z_cleaned__vhh_7Q3Q_cleaned_1.pdb,OK,1,0,35,3
neg_5Y7Z_cleaned__vhh_8C5H_cleaned_2.pdb,OK,0,0,9,0
neg_6APP_cleaned__vhh_7KBI_cleaned_1.pdb,OK,0,0,16,2
neg_6APP_cleaned__vhh_8CYJ_0_cleaned_2.pdb,OK,0,0,23,4
neg_5Y80_cleaned__vhh_7CX4_cleaned_2.pdb,OK,4,0,9,3
neg_6B73_0_cleaned__vhh_5F7W_cleaned_1.pdb,OK,1,0,27,0
neg_6B20_cleaned__vhh_6JB5_cleaned_1.pdb,OK,0,0,59,1
neg_6B73_1_cleaned__vhh_7AZB_cleaned_1.pdb,OK,2,0,28,2
neg_6B73_0_cleaned__vhh_7KGK_cleaned_2.pdb,OK,2,0,48,2
neg_6B20_cleaned__vhh_8GNJ_cleaned_2.pdb,OK,0,0,34,3
neg_6B73_1_cleaned__vhh_8HBJ_3_cleaned_2.pdb,OK,1,0,22,3
neg_6C5W_cleaned__vhh_7SL8_cleaned_1.pdb,OK,0,0,1,1
neg_6CWG_cleaned__vhh_7QBE_cleaned_1.pdb,OK,0,0,15,0
neg_6CSY_cleaned__vhh_7A6O_cleaned_1.pdb,OK,3,0,28,3
neg_6C5W_cleaned__vhh_9ULP_cleaned_2.pdb,OK,0,0,13,0
neg_6CWG_cleaned__vhh_9EAH_cleaned_2.pdb,OK,1,0,34,0
neg_6DBF_cleaned__vhh_6GS1_cleaned_2.pdb,OK,1,0,12,0
neg_6DBF_cleaned__vhh_5G5X_cleaned_1.pdb,OK,0,0,2,0
neg_6CSY_cleaned__vhh_7WUI_cleaned_2.pdb,OK,1,1,76,2
neg_6DBG_0_cleaned__vhh_6HUJ_cleaned_1.pdb,OK,0,1,57,1
neg_6DBG_0_cleaned__vhh_7AQZ_cleaned_2.pdb,OK,1,1,46,0
neg_6EY0_0_cleaned__vhh_7ZMO_0_cleaned_2.pdb,OK,3,0,9,1
neg_6EY0_0_cleaned__vhh_8F6U_cleaned_1.pdb,OK,0,0,3,1
neg_6DO1_0_cleaned__vhh_6H7K_1_cleaned_1.pdb,OK,3,0,46,3
neg_6DO1_0_cleaned__vhh_7Y0O_cleaned_2.pdb,OK,0,0,53,0
neg_6EY6_0_cleaned__vhh_4X7D_0_cleaned_1.pdb,OK,0,0,41,0
neg_6F2G_cleaned__vhh_7WXW_cleaned_2.pdb,OK,0,0,12,2
neg_6F2G_cleaned__vhh_3JBE_cleaned_1.pdb,OK,1,0,42,4
neg_6FE4_0_cleaned__vhh_7NFQ_cleaned_2.pdb,OK,1,0,21,0
neg_6EY6_0_cleaned__vhh_6WAQ_cleaned_2.pdb,OK,0,0,35,3
neg_6F2W_cleaned__vhh_8H3X_cleaned_1.pdb,OK,1,0,17,3
neg_6GCI_cleaned__vhh_7XP4_cleaned_1.pdb,OK,2,0,4,4
neg_6GJQ_cleaned__vhh_6Z20_cleaned_1.pdb,OK,2,0,28,4
neg_6GJQ_cleaned__vhh_8B1E_cleaned_2.pdb,OK,2,0,38,0
neg_6GCI_cleaned__vhh_7ZOX_0_cleaned_2.pdb,OK,0,0,19,2
neg_6GJS_1_cleaned__vhh_6GJS_0_cleaned_1.pdb,OK,2,0,52,6
neg_6GJS_0_cleaned__vhh_6GJS_1_cleaned_1.pdb,OK,2,1,53,6
neg_6GJS_0_cleaned__vhh_6GJS_cleaned_2.pdb,OK,2,0,44,6
neg_6GJS_1_cleaned__vhh_6GJS_cleaned_2.pdb,OK,2,0,46,6
neg_6GJS_cleaned__vhh_6GJS_0_cleaned_1.pdb,OK,2,0,43,6
neg_6GJS_cleaned__vhh_6GJS_1_cleaned_2.pdb,OK,2,0,36,6
neg_6GJU_0_cleaned__vhh_7Z1A_cleaned_2.pdb,OK,1,0,92,2
neg_6GJU_1_cleaned__vhh_8FLQ_cleaned_2.pdb,OK,3,1,40,1
neg_6GJU_cleaned__vhh_6DO1_0_cleaned_1.pdb,OK,2,0,26,2
neg_6GK4_0_cleaned__vhh_6GK4_1_cleaned_1.pdb,OK,2,0,41,4
neg_6GJU_cleaned__vhh_3R0M_cleaned_2.pdb,OK,1,1,54,2
neg_6GK4_0_cleaned__vhh_6GKD_0_cleaned_2.pdb,OK,0,1,58,5
neg_6GJU_1_cleaned__vhh_6N4Y_1_cleaned_1.pdb,OK,0,1,24,3
neg_6GK4_1_cleaned__vhh_6GKD_0_cleaned_2.pdb,OK,2,0,40,6
neg_6GK4_cleaned__vhh_4LHJ_cleaned_1.pdb,OK,1,0,25,3
neg_6GK4_cleaned__vhh_6GJQ_cleaned_2.pdb,OK,2,1,56,4
neg_6GK4_1_cleaned__vhh_6GK4_0_cleaned_1.pdb,OK,2,0,40,4
neg_6GKD_0_cleaned__vhh_6GJS_1_cleaned_2.pdb,OK,2,0,57,6
neg_6GKD_0_cleaned__vhh_6GJS_0_cleaned_1.pdb,OK,1,1,50,5
neg_6GS1_cleaned__vhh_7R1Z_0_cleaned_2.pdb,OK,1,0,21,0
neg_6GS4_cleaned__vhh_6X18_cleaned_1.pdb,OK,2,0,13,3
neg_6GS1_cleaned__vhh_7WUJ_cleaned_1.pdb,OK,0,0,25,1
neg_6GS7_cleaned__vhh_7QNE_cleaned_1.pdb,OK,0,1,46,0
neg_6GS7_cleaned__vhh_7S3I_cleaned_2.pdb,OK,2,1,29,2
neg_6GS4_cleaned__vhh_7WCN_cleaned_2.pdb,OK,2,0,19,3
neg_6GWN_0_cleaned__vhh_7D5U_cleaned_1.pdb,OK,1,1,41,2
neg_6GWN_0_cleaned__vhh_7KI1_cleaned_2.pdb,OK,1,0,18,2
neg_6GWP_0_cleaned__vhh_5H8O_cleaned_1.pdb,OK,1,0,7,1
neg_6GWP_1_cleaned__vhh_3JBC_cleaned_1.pdb,OK,0,1,41,1
neg_6GWP_0_cleaned__vhh_4NC1_cleaned_2.pdb,OK,3,2,59,1
neg_6GWQ_cleaned__vhh_4HGM_0_cleaned_2.pdb,OK,0,0,36,0
neg_6GWQ_cleaned__vhh_4PGJ_0_cleaned_1.pdb,OK,1,0,19,0
neg_6H1F_cleaned__vhh_4BEL_cleaned_2.pdb,OK,0,0,6,0
neg_6H1F_cleaned__vhh_4I1N_cleaned_1.pdb,OK,0,0,10,2
neg_6H16_cleaned__vhh_6ZRV_cleaned_1.pdb,OK,2,0,4,1
neg_6H6Z_cleaned__vhh_6HUJ_cleaned_1.pdb,OK,0,0,5,1
neg_6H71_cleaned__vhh_5O2U_1_cleaned_1.pdb,OK,3,1,15,2
neg_6H6Z_cleaned__vhh_6UKT_1_cleaned_2.pdb,OK,2,0,4,2
neg_6H72_cleaned__vhh_8GHR_cleaned_1.pdb,OK,0,0,30,1
neg_6H72_cleaned__vhh_5TP3_cleaned_2.pdb,OK,0,0,5,0
neg_6H70_cleaned__vhh_3JBF_cleaned_1.pdb,OK,1,0,13,3
neg_6H7K_1_cleaned__vhh_6XZF_cleaned_1.pdb,OK,1,0,20,0
neg_6H7L_cleaned__vhh_5O2U_1_cleaned_1.pdb,OK,2,1,35,1
neg_6H7K_1_cleaned__vhh_6N50_cleaned_2.pdb,OK,1,0,25,0
neg_6H7M_cleaned__vhh_5MZV_cleaned_2.pdb,OK,0,0,26,2
neg_6H7M_cleaned__vhh_6NFJ_0_cleaned_1.pdb,OK,1,1,54,1
neg_6H7N_cleaned__vhh_6M1I_cleaned_1.pdb,OK,1,0,24,1
neg_6H7L_cleaned__vhh_6LPB_cleaned_2.pdb,OK,1,0,19,2
neg_6H7N_cleaned__vhh_7P16_cleaned_2.pdb,OK,1,0,89,0
neg_6H70_cleaned__vhh_6I2G_cleaned_2.pdb,OK,4,0,6,5
neg_6HER_cleaned__vhh_7P2D_cleaned_1.pdb,OK,0,0,4,1
neg_6HHD_cleaned__vhh_6UHT_1_cleaned_2.pdb,OK,0,0,8,0
neg_6HHD_cleaned__vhh_7Y36_cleaned_1.pdb,OK,0,0,4,0
neg_6H7O_cleaned__vhh_6H7L_cleaned_2.pdb,OK,2,0,70,0
neg_6HER_cleaned__vhh_7WD2_0_cleaned_2.pdb,OK,1,1,19,2
neg_6H7O_cleaned__vhh_6H7M_cleaned_1.pdb,OK,2,0,80,0
neg_6HHU_0_cleaned__vhh_5F7Y_cleaned_1.pdb,OK,1,0,11,2
neg_6HHU_1_cleaned__vhh_7NOW_cleaned_2.pdb,OK,1,0,23,1
neg_6HHU_1_cleaned__vhh_5M95_cleaned_1.pdb,OK,0,0,0,1
neg_6HHU_0_cleaned__vhh_5VAI_cleaned_2.pdb,OK,0,0,20,0
neg_6HJX_0_cleaned__vhh_5Y80_cleaned_1.pdb,OK,1,2,19,7
neg_6HJX_0_cleaned__vhh_4KDT_cleaned_2.pdb,OK,4,0,26,6
neg_6I2G_cleaned__vhh_5NBL_cleaned_1.pdb,OK,2,0,22,1
neg_6I2G_cleaned__vhh_8B1G_cleaned_2.pdb,OK,0,0,21,1
neg_6I6J_cleaned__vhh_6I2G_cleaned_1.pdb,OK,2,0,19,3
neg_6I6J_cleaned__vhh_8B1K_cleaned_2.pdb,OK,0,0,39,1
neg_6HUO_cleaned__vhh_8HGI_0_cleaned_1.pdb,OK,0,0,56,2
neg_6I8G_cleaned__vhh_6OYZ_1_cleaned_1.pdb,OK,1,0,12,1
neg_6I8G_cleaned__vhh_8H63_cleaned_2.pdb,OK,0,0,5,0
neg_6IBB_0_cleaned__vhh_8F2B_cleaned_2.pdb,OK,0,0,51,1
neg_6IBB_1_cleaned__vhh_7CKZ_cleaned_1.pdb,OK,0,1,37,0
neg_6IBB_1_cleaned__vhh_5IMK_cleaned_2.pdb,OK,3,0,24,5
neg_6IBB_cleaned__vhh_7CZ0_0_cleaned_2.pdb,OK,0,2,28,1
neg_6IBB_cleaned__vhh_7KDM_0_cleaned_1.pdb,OK,2,1,43,0
neg_6IR1_cleaned__vhh_5IP4_cleaned_1.pdb,OK,0,0,16,1
neg_6I8H_cleaned__vhh_8B1E_cleaned_2.pdb,OK,1,0,8,1
neg_6I8H_cleaned__vhh_7B17_1_cleaned_1.pdb,OK,1,1,61,5
neg_6IR2_cleaned__vhh_7CX2_cleaned_2.pdb,OK,1,0,10,3
neg_6IR1_cleaned__vhh_7KJI_cleaned_2.pdb,OK,1,0,36,1
neg_6IR2_cleaned__vhh_8DCS_cleaned_1.pdb,OK,1,0,15,3
neg_6J7W_cleaned__vhh_7RNN_cleaned_1.pdb,OK,0,0,23,2
neg_6JB2_cleaned__vhh_7QJI_1_cleaned_2.pdb,OK,2,0,23,2
neg_6JB2_cleaned__vhh_8IOD_cleaned_1.pdb,OK,1,0,50,2
neg_6JB5_cleaned__vhh_6R7T_cleaned_1.pdb,OK,1,0,22,1
neg_6JB5_cleaned__vhh_8HJ2_cleaned_2.pdb,OK,1,0,25,0
neg_6JB8_cleaned__vhh_7TYO_cleaned_2.pdb,OK,2,0,18,0
neg_6J7W_cleaned__vhh_3EZJ_cleaned_2.pdb,OK,0,0,25,1
neg_6JB8_cleaned__vhh_6X19_cleaned_1.pdb,OK,2,0,25,0
neg_6ITC_0_cleaned__vhh_3STB_1_cleaned_1.pdb,OK,0,0,36,1
neg_6JSZ_cleaned__vhh_7EVM_cleaned_1.pdb,OK,2,0,64,2
neg_6JSZ_cleaned__vhh_7SK7_cleaned_2.pdb,OK,0,0,22,1
neg_6ITC_0_cleaned__vhh_7WUJ_cleaned_2.pdb,OK,0,0,21,1
neg_6KNM_cleaned__vhh_2I26_0_cleaned_1.pdb,OK,0,0,11,1
neg_6KNM_cleaned__vhh_8QOT_cleaned_2.pdb,OK,1,1,80,1
neg_6LMK_cleaned__vhh_7YZ9_cleaned_2.pdb,OK,0,0,10,3
neg_6LR7_cleaned__vhh_8HNN_cleaned_2.pdb,OK,3,0,20,3
neg_6LR7_cleaned__vhh_7Z1C_0_cleaned_1.pdb,OK,1,0,25,4
neg_6LZ2_1_cleaned__vhh_8HJ1_cleaned_1.pdb,OK,1,0,3,0
neg_6LZ2_1_cleaned__vhh_7CFM_cleaned_2.pdb,OK,0,0,34,0
neg_6MXT_cleaned__vhh_7CFN_cleaned_2.pdb,OK,0,0,68,1
neg_6MXT_cleaned__vhh_7YDP_cleaned_1.pdb,OK,0,1,76,2
neg_6N4Y_1_cleaned__vhh_7O06_cleaned_2.pdb,OK,1,0,24,3
neg_6N48_cleaned__vhh_6H7K_1_cleaned_2.pdb,OK,2,0,59,0
neg_6N4Y_1_cleaned__vhh_7CRH_cleaned_1.pdb,OK,1,0,36,0
neg_6N50_cleaned__vhh_8GHR_cleaned_2.pdb,OK,0,0,51,0
neg_6N50_cleaned__vhh_7VUH_cleaned_1.pdb,OK,2,0,19,0
neg_6N48_cleaned__vhh_4QKX_cleaned_1.pdb,OK,2,0,80,0
neg_6NI2_cleaned__vhh_5VAI_cleaned_2.pdb,OK,0,0,17,0
neg_6NI2_cleaned__vhh_7A50_cleaned_1.pdb,OK,0,0,8,0
neg_6OBE_cleaned__vhh_5VXM_cleaned_2.pdb,OK,2,0,17,5
neg_6OBE_cleaned__vhh_7PIV_cleaned_1.pdb,OK,2,0,16,3
neg_6OBG_cleaned__vhh_6RAM_cleaned_2.pdb,OK,1,0,17,1
neg_6OBG_cleaned__vhh_8YSF_cleaned_1.pdb,OK,2,0,30,4
neg_6OBM_cleaned__vhh_6TYL_0_cleaned_1.pdb,OK,1,0,17,2
neg_6OBO_cleaned__vhh_5O04_1_cleaned_2.pdb,OK,0,0,0,0
neg_6OBM_cleaned__vhh_6XW6_cleaned_2.pdb,OK,2,0,15,3
neg_6OBO_cleaned__vhh_6OBG_cleaned_1.pdb,OK,7,0,30,4
neg_6OQ6_cleaned__vhh_5M2M_cleaned_1.pdb,OK,0,0,38,1
neg_6OCD_cleaned__vhh_8UHB_cleaned_1.pdb,OK,0,0,8,2
neg_6OQ6_cleaned__vhh_6U12_cleaned_2.pdb,OK,0,0,13,0
neg_6OQ7_cleaned__vhh_7N9A_cleaned_1.pdb,OK,2,0,20,5
neg_6OQ8_cleaned__vhh_6QGW_cleaned_2.pdb,OK,6,0,20,7
neg_6OQ7_cleaned__vhh_7A4T_cleaned_2.pdb,OK,2,0,35,4
neg_6OS0_cleaned__vhh_7JOZ_cleaned_2.pdb,OK,0,0,45,1
neg_6OS1_cleaned__vhh_4LGR_cleaned_1.pdb,OK,1,0,29,1
neg_6OQ8_cleaned__vhh_7UPM_cleaned_1.pdb,OK,0,0,26,1
